Transaction ID,Date,Time,Product ID,Customer ID,Quantity,Price (Rupees)
TRANS-02135,06-01-2021,11:59:22,PROD-007,3625,19,2850
TRANS-02067,14-12-2020,02:34:17,PROD-033,3626,8,80
TRANS-00064,22-01-2019,08:29:44,PROD-014,3629,16,640
TRANS-04486,09-03-2023,20:41:39,PROD-044,3632,4,160
TRANS-02497,15-05-2021,13:32:44,PROD-081,3636,12,360
TRANS-00232,20-03-2019,07:28:17,PROD-075,3637,8,120
TRANS-03864,12-08-2022,16:50:10,PROD-089,3641,16,240
TRANS-02728,26-07-2021,16:02:35,PROD-053,3642,1,15
TRANS-01304,23-03-2020,02:51:52,PROD-068,3644,4,200
TRANS-02053,08-12-2020,01:53:19,PROD-080,3645,11,440
TRANS-03932,02-09-2022,22:11:39,PROD-110,3650,6,120
TRANS-00878,07-11-2019,05:03:02,PROD-001,3655,13,650
TRANS-01767,31-08-2020,03:51:41,PROD-114,3659,17,85
TRANS-01494,28-05-2020,12:59:08,PROD-131,3661,10,400
TRANS-00988,12-12-2019,23:56:11,PROD-051,3662,5,100
TRANS-01886,10-10-2020,14:55:12,PROD-141,3666,12,2160
TRANS-02689,17-07-2021,20:03:02,PROD-046,3670,20,200
TRANS-04335,16-01-2023,22:53:45,PROD-094,3671,15,600
TRANS-01343,07-04-2020,18:56:37,PROD-054,3672,11,550
TRANS-02653,02-07-2021,17:54:27,PROD-094,3673,4,160
TRANS-03140,14-12-2021,12:01:08,PROD-119,3675,1,40
TRANS-00784,05-10-2019,13:36:45,PROD-008,3676,20,1200
TRANS-03234,11-01-2022,09:39:06,PROD-024,3677,15,600
TRANS-01900,14-10-2020,23:52:03,PROD-141,3681,9,1620
TRANS-03494,10-04-2022,11:23:36,PROD-068,3690,12,600
TRANS-04203,29-11-2022,11:11:27,PROD-125,3696,8,240
TRANS-02995,26-10-2021,17:14:56,PROD-123,3697,13,195
TRANS-01443,12-05-2020,12:13:46,PROD-079,3701,10,200
TRANS-00336,29-04-2019,01:26:23,PROD-125,3715,5,150
TRANS-03859,11-08-2022,05:13:29,PROD-091,3718,18,180
TRANS-01371,19-04-2020,21:59:13,PROD-076,3720,9,225
TRANS-02859,15-09-2021,21:03:42,PROD-068,3720,19,950
TRANS-04648,04-05-2023,01:51:39,PROD-149,3722,9,360
TRANS-01578,27-06-2020,12:40:29,PROD-123,3723,2,30
TRANS-02580,06-06-2021,16:09:35,PROD-130,3727,8,240
TRANS-04004,24-09-2022,04:15:34,PROD-026,3727,1,10
TRANS-00645,22-08-2019,06:48:11,PROD-039,3729,7,70
TRANS-01641,14-07-2020,00:37:16,PROD-148,3732,14,490
TRANS-01819,19-09-2020,10:51:33,PROD-035,3734,1,5
TRANS-03173,22-12-2021,08:35:47,PROD-052,3735,9,270
TRANS-03063,22-11-2021,05:25:50,PROD-135,3737,2,100
TRANS-04196,26-11-2022,23:47:45,PROD-086,3740,3,30
TRANS-00137,15-02-2019,02:29:04,PROD-044,3744,5,200
TRANS-02594,13-06-2021,02:25:18,PROD-107,3749,17,1275
TRANS-03801,25-07-2022,15:38:27,PROD-073,3758,7,140
TRANS-04840,07-07-2023,09:52:54,PROD-012,3758,16,320
TRANS-03104,05-12-2021,16:05:15,PROD-067,3766,12,420
TRANS-01431,06-05-2020,09:38:12,PROD-155,3767,18,720
TRANS-01163,06-02-2020,08:32:22,PROD-031,3768,16,640
TRANS-04312,06-01-2023,14:52:29,PROD-108,3768,20,600
TRANS-04022,28-09-2022,12:24:09,PROD-156,3770,11,165
TRANS-03542,30-04-2022,03:53:52,PROD-156,3771,9,135
TRANS-01016,20-12-2019,13:04:07,PROD-075,3775,20,300
TRANS-04198,26-11-2022,19:33:10,PROD-114,3777,12,60
TRANS-01121,19-01-2020,04:11:56,PROD-053,3779,15,225
TRANS-03437,23-03-2022,19:56:52,PROD-107,3782,9,675
TRANS-01439,09-05-2020,13:06:55,PROD-074,3783,11,330
TRANS-00569,30-07-2019,16:22:19,PROD-001,3786,16,800
TRANS-02750,06-08-2021,20:22:37,PROD-048,3787,11,2200
TRANS-00055,21-01-2019,15:06:53,PROD-132,3789,17,340
TRANS-01284,16-03-2020,23:15:24,PROD-013,3791,19,1330
TRANS-00879,07-11-2019,01:32:46,PROD-040,3793,13,455
TRANS-03626,30-05-2022,14:52:07,PROD-057,3793,13,325
TRANS-00920,23-11-2019,15:30:40,PROD-134,3797,4,140
TRANS-02786,20-08-2021,00:17:06,PROD-072,3799,5,75
TRANS-03629,30-05-2022,08:54:30,PROD-141,3803,16,2880
TRANS-04211,02-12-2022,12:49:14,PROD-019,3808,1,120
TRANS-01954,30-10-2020,09:44:10,PROD-068,3815,15,750
TRANS-02638,28-06-2021,12:49:09,PROD-021,3815,9,900
TRANS-00170,24-02-2019,13:39:57,PROD-002,3823,2,60
TRANS-01809,13-09-2020,19:54:10,PROD-089,3823,12,180
TRANS-00934,28-11-2019,20:34:30,PROD-010,3829,13,1300
TRANS-01184,11-02-2020,02:26:56,PROD-040,3830,6,210
TRANS-02361,24-03-2021,03:10:04,PROD-080,3832,6,240
TRANS-01592,02-07-2020,05:55:25,PROD-111,3840,19,3420
TRANS-00783,05-10-2019,11:35:38,PROD-111,3841,9,1620
TRANS-03727,27-06-2022,15:09:57,PROD-082,3845,11,660
TRANS-03815,03-08-2022,21:52:54,PROD-111,3845,6,1080
TRANS-04215,03-12-2022,09:48:34,PROD-020,3845,17,170
TRANS-04883,24-07-2023,17:05:55,PROD-019,3849,16,1920
TRANS-00446,09-06-2019,07:23:14,PROD-008,3854,17,1020
TRANS-00105,06-02-2019,00:18:26,PROD-101,3861,9,270
TRANS-02446,24-04-2021,17:44:56,PROD-036,3861,16,320
TRANS-00514,05-07-2019,07:20:22,PROD-145,3862,10,150
TRANS-03503,15-04-2022,02:14:15,PROD-010,3862,10,1000
TRANS-04133,10-11-2022,17:22:34,PROD-038,3863,14,350
TRANS-00075,28-01-2019,08:26:39,PROD-041,3866,14,70
TRANS-03624,27-05-2022,12:34:38,PROD-122,3867,18,180
TRANS-03477,04-04-2022,08:38:08,PROD-093,3870,8,80
TRANS-01713,12-08-2020,02:33:51,PROD-118,3874,18,3600
TRANS-02069,15-12-2020,07:20:11,PROD-014,3875,12,480
TRANS-02900,26-09-2021,11:47:39,PROD-049,3876,18,450
TRANS-04613,23-04-2023,08:47:04,PROD-089,3878,1,15
TRANS-02416,12-04-2021,23:43:30,PROD-051,3880,9,180
TRANS-03975,16-09-2022,14:11:36,PROD-047,3883,8,200
TRANS-02670,08-07-2021,08:13:44,PROD-047,3885,1,25
TRANS-00224,18-03-2019,02:46:38,PROD-048,3892,16,3200
TRANS-02954,15-10-2021,08:59:07,PROD-069,3895,20,2000
TRANS-04204,29-11-2022,21:59:10,PROD-138,3896,12,480
TRANS-00482,25-06-2019,07:35:47,PROD-100,3899,12,480
TRANS-02964,19-10-2021,23:43:42,PROD-051,3906,6,120
TRANS-01850,29-09-2020,11:34:52,PROD-080,3908,6,240
TRANS-00510,04-07-2019,17:20:41,PROD-146,3917,15,375
TRANS-01264,08-03-2020,10:07:45,PROD-014,3918,8,320
TRANS-01670,26-07-2020,16:04:21,PROD-042,3924,18,180
TRANS-04006,25-09-2022,05:49:09,PROD-007,3928,20,3000
TRANS-02440,23-04-2021,22:24:24,PROD-060,3932,12,2160
TRANS-02872,17-09-2021,21:45:36,PROD-105,3932,5,300
TRANS-02482,09-05-2021,13:51:42,PROD-069,3933,9,900
TRANS-04465,01-03-2023,18:21:46,PROD-103,3933,1,25
TRANS-03038,11-11-2021,03:32:24,PROD-140,3935,13,1950
TRANS-02897,25-09-2021,21:55:31,PROD-045,3936,19,950
TRANS-02405,08-04-2021,21:10:05,PROD-069,3945,1,100
TRANS-03458,28-03-2022,01:23:22,PROD-101,3949,4,120
TRANS-00392,18-05-2019,15:35:43,PROD-069,3956,9,900
TRANS-00208,15-03-2019,19:32:05,PROD-042,3957,10,100
TRANS-02392,03-04-2021,22:45:51,PROD-145,3957,18,270
TRANS-02398,04-04-2021,04:16:16,PROD-078,3959,9,630
TRANS-03597,17-05-2022,15:36:05,PROD-059,3959,16,1920
TRANS-00124,11-02-2019,20:44:15,PROD-029,3966,15,1050
TRANS-00924,25-11-2019,15:14:05,PROD-015,3968,10,800
TRANS-04414,13-02-2023,15:49:15,PROD-120,3969,9,108
TRANS-00015,05-01-2019,11:34:00,PROD-131,3977,6,240
TRANS-00020,07-01-2019,09:39:08,PROD-038,3981,9,225
TRANS-03090,01-12-2021,06:55:53,PROD-021,3981,17,1700
TRANS-03518,21-04-2022,06:50:31,PROD-026,3981,17,170
TRANS-01893,11-10-2020,10:14:03,PROD-007,3985,14,2100
TRANS-04067,15-10-2022,20:29:56,PROD-116,3985,1,8
TRANS-04397,08-02-2023,07:10:31,PROD-039,3985,20,200
TRANS-02429,17-04-2021,15:23:47,PROD-070,3990,4,100
TRANS-00890,10-11-2019,13:07:29,PROD-030,3992,11,1650
TRANS-02159,15-01-2021,18:21:27,PROD-052,3992,5,150
TRANS-03897,22-08-2022,11:11:32,PROD-003,3994,6,480
TRANS-01015,19-12-2019,14:29:37,PROD-090,3998,16,160
TRANS-03231,10-01-2022,00:13:24,PROD-149,3998,19,760
TRANS-01908,17-10-2020,07:13:27,PROD-015,4002,4,320
TRANS-04352,23-01-2023,21:52:00,PROD-127,4005,7,140
TRANS-03087,30-11-2021,19:41:29,PROD-042,4006,16,160
TRANS-03983,18-09-2022,17:11:48,PROD-072,4009,15,225
TRANS-01227,26-02-2020,05:27:54,PROD-062,4011,4,100
TRANS-02068,15-12-2020,05:09:32,PROD-095,4016,1,15
TRANS-02876,19-09-2021,19:33:08,PROD-142,4016,14,420
TRANS-01965,04-11-2020,03:17:40,PROD-123,4022,2,30
TRANS-04946,16-08-2023,19:19:23,PROD-140,4023,4,600
TRANS-02077,17-12-2020,04:44:15,PROD-025,4025,20,1000
TRANS-02829,05-09-2021,08:47:00,PROD-021,4025,4,400
TRANS-04002,24-09-2022,07:18:51,PROD-013,4036,18,1260
TRANS-00165,22-02-2019,13:35:39,PROD-113,4039,13,130
TRANS-00557,25-07-2019,15:48:35,PROD-061,4041,13,520
TRANS-00117,09-02-2019,13:54:01,PROD-063,4042,6,240
TRANS-02528,22-05-2021,01:53:04,PROD-099,4042,17,1360
TRANS-04740,08-06-2023,05:34:25,PROD-151,4047,9,630
TRANS-04194,25-11-2022,13:05:06,PROD-048,4050,11,2200
TRANS-02116,31-12-2020,19:33:52,PROD-115,4052,11,165
TRANS-00093,01-02-2019,20:57:28,PROD-028,4054,17,255
TRANS-03413,18-03-2022,05:21:30,PROD-068,4055,15,750
TRANS-00503,03-07-2019,11:11:24,PROD-039,4056,8,80
TRANS-03809,30-07-2022,02:32:04,PROD-027,4060,10,300
TRANS-02732,29-07-2021,06:30:51,PROD-008,4065,19,1140
TRANS-02862,16-09-2021,00:45:19,PROD-147,4067,14,280
TRANS-03928,02-09-2022,15:37:09,PROD-055,4070,18,360
TRANS-03243,13-01-2022,15:23:37,PROD-037,4071,13,390
TRANS-02111,29-12-2020,12:27:39,PROD-137,4076,12,960
TRANS-02413,11-04-2021,13:38:17,PROD-118,4076,8,1600
TRANS-04970,26-08-2023,18:07:18,PROD-084,4076,15,150
TRANS-00114,08-02-2019,08:58:47,PROD-090,4078,6,60
TRANS-01322,29-03-2020,15:22:35,PROD-062,4078,10,250
TRANS-04941,14-08-2023,14:33:01,PROD-004,4083,10,400
TRANS-00148,18-02-2019,06:49:45,PROD-003,4085,1,80
TRANS-00466,17-06-2019,10:39:35,PROD-037,4086,1,30
TRANS-00626,15-08-2019,01:34:16,PROD-133,4086,9,405
TRANS-00827,20-10-2019,23:07:46,PROD-044,4086,4,160
TRANS-04254,16-12-2022,22:51:54,PROD-142,4086,4,120
TRANS-02435,19-04-2021,23:41:43,PROD-024,4095,13,520
TRANS-00133,14-02-2019,13:07:44,PROD-134,4103,18,630
TRANS-02168,18-01-2021,18:37:35,PROD-017,4109,16,240
TRANS-04588,14-04-2023,04:43:10,PROD-084,4109,5,50
TRANS-00028,09-01-2019,15:19:49,PROD-015,4131,4,320
TRANS-03258,19-01-2022,13:34:44,PROD-100,4133,7,280
TRANS-03788,21-07-2022,03:40:46,PROD-100,4133,20,800
TRANS-04033,04-10-2022,22:37:08,PROD-147,4134,18,360
TRANS-01357,13-04-2020,22:38:34,PROD-125,4136,19,570
TRANS-02027,29-11-2020,20:26:17,PROD-142,4137,20,600
TRANS-02708,22-07-2021,03:11:04,PROD-131,4141,12,480
TRANS-02049,07-12-2020,21:32:28,PROD-082,4144,5,300
TRANS-04985,31-08-2023,11:53:34,PROD-027,4144,18,540
TRANS-02024,27-11-2020,23:43:28,PROD-032,4150,19,95
TRANS-01324,30-03-2020,00:35:48,PROD-153,4151,10,300
TRANS-03846,08-08-2022,22:07:50,PROD-094,4151,3,120
TRANS-01754,27-08-2020,06:31:19,PROD-124,4152,12,480
TRANS-03338,17-02-2022,23:36:40,PROD-008,4155,10,600
TRANS-02010,21-11-2020,06:47:21,PROD-023,4157,12,240
TRANS-02883,20-09-2021,13:41:30,PROD-084,4157,4,40
TRANS-02527,22-05-2021,04:47:28,PROD-138,4161,2,80
TRANS-02256,17-02-2021,17:22:33,PROD-032,4163,18,90
TRANS-01006,17-12-2019,01:42:19,PROD-149,4174,7,280
TRANS-02082,20-12-2020,05:24:35,PROD-025,4175,10,500
TRANS-03497,13-04-2022,15:08:39,PROD-058,4179,16,480
TRANS-00628,16-08-2019,01:48:26,PROD-003,4180,19,1520
TRANS-01470,21-05-2020,23:42:13,PROD-029,4185,1,70
TRANS-02863,16-09-2021,14:34:47,PROD-156,4195,6,90
TRANS-01902,15-10-2020,19:28:26,PROD-150,4196,9,1080
TRANS-03249,16-01-2022,13:28:31,PROD-028,4196,17,255
TRANS-01914,19-10-2020,18:28:36,PROD-152,4200,9,540
TRANS-00531,15-07-2019,03:25:32,PROD-036,4206,18,360
TRANS-02891,23-09-2021,23:08:57,PROD-040,4207,9,315
TRANS-03816,03-08-2022,12:00:23,PROD-015,4210,14,1120
TRANS-03995,21-09-2022,08:40:27,PROD-061,4211,3,120
TRANS-01374,21-04-2020,01:22:52,PROD-025,4212,16,800
TRANS-00231,20-03-2019,19:24:18,PROD-116,4213,15,120
TRANS-03847,08-08-2022,22:58:52,PROD-048,4213,3,600
TRANS-00046,16-01-2019,07:34:16,PROD-130,4218,12,360
TRANS-02081,20-12-2020,11:28:22,PROD-149,4222,9,360
TRANS-04061,13-10-2022,04:55:35,PROD-064,4223,5,50
TRANS-03139,13-12-2021,04:58:04,PROD-145,4224,5,75
TRANS-01041,26-12-2019,04:14:45,PROD-104,4225,10,100
TRANS-03132,11-12-2021,06:27:10,PROD-045,4228,19,950
TRANS-04992,02-09-2023,05:16:27,PROD-076,4228,20,500
TRANS-00177,28-02-2019,06:03:47,PROD-130,4232,19,570
TRANS-03762,12-07-2022,21:50:55,PROD-053,4232,3,45
TRANS-04218,04-12-2022,01:02:08,PROD-152,4234,18,1080
TRANS-02843,09-09-2021,22:39:11,PROD-108,4235,10,300
TRANS-00858,30-10-2019,04:45:23,PROD-065,4239,5,100
TRANS-04733,03-06-2023,10:41:29,PROD-030,4240,10,1500
TRANS-03334,16-02-2022,02:25:12,PROD-135,4241,14,700
TRANS-01464,19-05-2020,14:48:35,PROD-033,4243,5,50
TRANS-00718,15-09-2019,17:15:43,PROD-133,4248,1,45
TRANS-03838,06-08-2022,18:16:27,PROD-034,4259,20,300
TRANS-04205,29-11-2022,04:38:59,PROD-083,4260,20,400
TRANS-03968,14-09-2022,07:44:34,PROD-033,4261,20,200
TRANS-03028,07-11-2021,17:48:11,PROD-101,4264,6,180
TRANS-04584,13-04-2023,11:18:56,PROD-066,4264,1,30
TRANS-00942,29-11-2019,20:01:23,PROD-047,4267,1,25
TRANS-00469,18-06-2019,17:10:20,PROD-013,4270,14,980
TRANS-00560,26-07-2019,13:38:30,PROD-080,4270,12,480
TRANS-02824,02-09-2021,07:32:45,PROD-037,4271,3,90
TRANS-01430,06-05-2020,11:12:51,PROD-046,4272,4,40
TRANS-02264,18-02-2021,08:19:48,PROD-012,4273,13,260
TRANS-01534,13-06-2020,09:53:24,PROD-139,4275,12,300
TRANS-01887,10-10-2020,14:29:35,PROD-071,4277,16,640
TRANS-04000,23-09-2022,03:50:19,PROD-017,4277,9,135
TRANS-01110,16-01-2020,17:03:28,PROD-129,4284,20,5000
TRANS-02557,31-05-2021,15:44:43,PROD-042,4284,6,60
TRANS-04519,20-03-2023,05:21:38,PROD-104,4287,18,180
TRANS-04311,06-01-2023,09:57:08,PROD-071,4298,16,640
TRANS-02546,28-05-2021,02:54:44,PROD-155,4305,5,200
TRANS-00179,01-03-2019,19:47:14,PROD-068,4306,2,100
TRANS-01898,12-10-2020,22:12:13,PROD-047,4310,10,250
TRANS-02651,01-07-2021,02:29:40,PROD-108,4311,1,30
TRANS-04320,10-01-2023,14:14:20,PROD-015,4311,11,880
TRANS-00864,01-11-2019,17:17:44,PROD-143,4312,20,1000
TRANS-01826,21-09-2020,22:12:13,PROD-003,4314,15,1200
TRANS-03391,08-03-2022,00:54:09,PROD-021,4317,7,700
TRANS-04579,11-04-2023,06:27:22,PROD-132,4320,14,280
TRANS-00490,28-06-2019,03:39:10,PROD-083,4321,4,80
TRANS-01313,26-03-2020,06:42:18,PROD-140,4321,20,3000
TRANS-04828,05-07-2023,16:25:22,PROD-132,4323,20,400
TRANS-03213,06-01-2022,23:03:26,PROD-065,4326,17,340
TRANS-03873,14-08-2022,21:26:39,PROD-085,4326,7,105
TRANS-00876,06-11-2019,10:04:10,PROD-076,4327,6,150
TRANS-04568,08-04-2023,07:13:33,PROD-152,4331,8,480
TRANS-02109,28-12-2020,18:04:30,PROD-056,4332,1,70
TRANS-03876,16-08-2022,22:03:52,PROD-107,4335,4,300
TRANS-00669,28-08-2019,01:24:20,PROD-079,4340,17,340
TRANS-02997,26-10-2021,14:49:19,PROD-131,4350,12,480
TRANS-02336,17-03-2021,00:05:50,PROD-070,4354,8,200
TRANS-02397,04-04-2021,22:41:44,PROD-047,4354,17,425
TRANS-04100,26-10-2022,10:11:57,PROD-131,4357,13,520
TRANS-00212,16-03-2019,04:47:13,PROD-090,4362,13,130
TRANS-03224,08-01-2022,17:11:12,PROD-112,4362,19,1140
TRANS-02576,06-06-2021,06:07:56,PROD-104,4366,1,10
TRANS-04997,03-09-2023,01:23:17,PROD-039,4366,4,40
TRANS-01186,12-02-2020,12:15:35,PROD-113,4368,2,20
TRANS-01428,05-05-2020,08:54:50,PROD-039,4368,3,30
TRANS-02102,26-12-2020,05:03:15,PROD-031,4372,12,480
TRANS-03007,29-10-2021,00:46:26,PROD-103,4376,17,425
TRANS-02139,07-01-2021,07:44:56,PROD-086,4378,3,30
TRANS-03195,31-12-2021,21:15:12,PROD-049,4378,4,100
TRANS-01854,01-10-2020,20:21:08,PROD-143,4379,8,400
TRANS-03641,03-06-2022,18:01:59,PROD-065,4381,2,40
TRANS-00309,20-04-2019,00:13:28,PROD-043,4386,6,180
TRANS-04775,18-06-2023,21:34:34,PROD-137,4392,18,1440
TRANS-00332,28-04-2019,03:12:57,PROD-086,4399,1,10
TRANS-01888,11-10-2020,10:57:57,PROD-056,4402,15,1050
TRANS-02784,18-08-2021,06:19:56,PROD-105,4402,18,1080
TRANS-04364,27-01-2023,10:10:29,PROD-099,4409,4,320
TRANS-03465,30-03-2022,10:35:43,PROD-101,4415,4,120
TRANS-04330,14-01-2023,06:22:50,PROD-104,4416,17,170
TRANS-04093,23-10-2022,22:30:59,PROD-071,4418,6,240
TRANS-03707,21-06-2022,17:56:37,PROD-059,4419,4,480
TRANS-02295,02-03-2021,00:57:11,PROD-023,4421,15,300
TRANS-03013,31-10-2021,07:52:42,PROD-141,4423,4,720
TRANS-00024,08-01-2019,14:49:49,PROD-022,4427,15,225
TRANS-02005,20-11-2020,23:30:10,PROD-140,4428,16,2400
TRANS-02530,23-05-2021,10:58:24,PROD-049,4433,11,275
TRANS-01026,22-12-2019,00:46:04,PROD-088,4435,9,270
TRANS-03384,06-03-2022,13:36:48,PROD-052,4439,12,360
TRANS-04148,13-11-2022,10:18:29,PROD-119,4439,4,160
TRANS-00259,31-03-2019,09:45:51,PROD-022,4443,17,255
TRANS-01843,28-09-2020,16:58:47,PROD-070,4452,20,500
TRANS-02599,14-06-2021,12:21:12,PROD-032,4453,20,100
TRANS-03920,30-08-2022,19:46:03,PROD-063,4458,19,760
TRANS-03555,04-05-2022,12:43:31,PROD-034,4466,2,30
TRANS-02645,30-06-2021,13:31:56,PROD-075,4468,17,255
TRANS-00805,11-10-2019,10:04:18,PROD-095,4471,10,150
TRANS-03197,31-12-2021,21:44:04,PROD-093,4474,2,20
TRANS-00761,27-09-2019,06:00:34,PROD-038,4476,7,175
TRANS-04791,24-06-2023,13:46:45,PROD-156,4477,15,225
TRANS-00859,30-10-2019,10:47:59,PROD-063,4479,14,560
TRANS-04471,03-03-2023,09:07:33,PROD-094,4480,14,560
TRANS-00989,12-12-2019,19:29:46,PROD-029,4482,18,1260
TRANS-01021,20-12-2019,08:52:51,PROD-017,4487,1,15
TRANS-03571,08-05-2022,05:09:21,PROD-061,4491,7,280
TRANS-03985,18-09-2022,06:59:53,PROD-137,4491,7,560
TRANS-04797,26-06-2023,08:09:11,PROD-119,4491,10,400
TRANS-02965,19-10-2021,17:55:11,PROD-050,4492,6,90
TRANS-01188,12-02-2020,15:56:01,PROD-054,4493,11,550
TRANS-01717,16-08-2020,12:58:24,PROD-049,4497,4,100
TRANS-03688,15-06-2022,02:39:17,PROD-124,4498,16,640
TRANS-01563,22-06-2020,21:31:53,PROD-033,4500,19,190
TRANS-02641,30-06-2021,10:48:41,PROD-041,4507,14,70
TRANS-04267,20-12-2022,00:35:20,PROD-094,4508,6,240
TRANS-00329,27-04-2019,23:08:30,PROD-098,4516,1,10
TRANS-01818,19-09-2020,09:29:18,PROD-049,4516,4,100
TRANS-01567,24-06-2020,09:54:25,PROD-150,4517,13,1560
TRANS-04604,20-04-2023,11:25:22,PROD-108,4521,14,420
TRANS-01354,11-04-2020,18:16:04,PROD-003,4522,4,320
TRANS-00433,04-06-2019,07:35:46,PROD-065,4524,6,120
TRANS-01918,20-10-2020,01:16:54,PROD-037,4524,3,90
TRANS-00659,26-08-2019,16:22:15,PROD-085,4530,6,90
TRANS-01714,13-08-2020,22:04:47,PROD-028,4530,12,180
TRANS-03419,19-03-2022,09:14:32,PROD-139,4532,20,500
TRANS-00592,06-08-2019,13:41:13,PROD-145,4534,13,195
TRANS-02776,16-08-2021,17:00:33,PROD-092,4534,16,400
TRANS-00035,12-01-2019,17:03:07,PROD-135,4535,20,1000
TRANS-04070,16-10-2022,01:27:21,PROD-107,4538,17,1275
TRANS-00621,15-08-2019,18:20:09,PROD-129,4539,1,250
TRANS-03081,28-11-2021,14:41:53,PROD-114,4541,6,30
TRANS-04598,19-04-2023,05:49:53,PROD-122,4541,15,150
TRANS-04137,12-11-2022,07:06:49,PROD-149,4542,6,240
TRANS-04310,06-01-2023,02:38:36,PROD-098,4543,19,190
TRANS-03095,02-12-2021,17:45:04,PROD-047,4550,2,50
TRANS-02602,15-06-2021,00:37:36,PROD-139,4551,1,25
TRANS-01634,12-07-2020,17:36:09,PROD-093,4555,15,150
TRANS-01129,22-01-2020,05:51:42,PROD-128,4565,7,420
TRANS-02494,13-05-2021,06:22:51,PROD-071,4566,18,720
TRANS-04417,14-02-2023,15:36:55,PROD-131,4566,16,640
TRANS-01100,14-01-2020,01:48:14,PROD-151,4567,9,630
TRANS-01953,30-10-2020,23:55:02,PROD-019,4567,3,360
TRANS-02918,02-10-2021,13:55:16,PROD-156,4569,14,210
TRANS-00089,31-01-2019,23:32:23,PROD-033,4571,1,10
TRANS-01976,10-11-2020,17:06:07,PROD-067,4573,19,665
TRANS-01540,15-06-2020,05:47:38,PROD-082,4575,20,1200
TRANS-00737,19-09-2019,07:28:54,PROD-026,4576,14,140
TRANS-03657,07-06-2022,14:04:02,PROD-132,4581,6,120
TRANS-01460,18-05-2020,16:15:56,PROD-125,4582,6,180
TRANS-04082,21-10-2022,19:36:55,PROD-136,4584,13,325
TRANS-00835,21-10-2019,08:38:52,PROD-113,4588,11,110
TRANS-01336,06-04-2020,04:44:30,PROD-107,4593,10,750
TRANS-02628,24-06-2021,01:39:24,PROD-116,4597,4,32
TRANS-02282,24-02-2021,02:47:52,PROD-002,4598,3,90
TRANS-03978,16-09-2022,00:09:14,PROD-118,4598,7,1400
TRANS-03182,26-12-2021,19:44:29,PROD-022,4601,8,120
TRANS-00108,06-02-2019,20:14:31,PROD-005,4603,17,170
TRANS-00721,16-09-2019,16:28:51,PROD-046,4603,3,30
TRANS-03563,06-05-2022,14:12:41,PROD-054,4607,6,300
TRANS-04066,15-10-2022,15:20:12,PROD-060,4607,10,1800
TRANS-01595,02-07-2020,16:25:42,PROD-084,4611,3,30
TRANS-03991,21-09-2022,22:23:53,PROD-129,4613,1,250
TRANS-02901,26-09-2021,00:27:19,PROD-127,4615,15,300
TRANS-00796,08-10-2019,15:41:12,PROD-150,4616,7,840
TRANS-03039,11-11-2021,19:04:17,PROD-149,4619,15,600
TRANS-01734,21-08-2020,19:14:18,PROD-119,4620,8,320
TRANS-00730,17-09-2019,04:23:13,PROD-056,4623,7,490
TRANS-01415,29-04-2020,17:44:10,PROD-133,4626,4,180
TRANS-01157,05-02-2020,10:28:39,PROD-087,4631,1,5
TRANS-02695,19-07-2021,17:11:35,PROD-147,4631,15,300
TRANS-00250,26-03-2019,21:29:23,PROD-148,4633,16,560
TRANS-01474,22-05-2020,09:25:06,PROD-039,4633,20,200
TRANS-03492,08-04-2022,18:12:33,PROD-091,4636,19,190
TRANS-04894,29-07-2023,09:37:35,PROD-070,4640,4,100
TRANS-01019,20-12-2019,15:13:28,PROD-135,4645,6,300
TRANS-04091,22-10-2022,00:57:19,PROD-029,4647,11,770
TRANS-00071,25-01-2019,22:06:19,PROD-053,4651,15,225
TRANS-02990,24-10-2021,22:22:13,PROD-049,4651,6,150
TRANS-02908,28-09-2021,11:58:32,PROD-107,4652,10,750
TRANS-01407,28-04-2020,21:03:55,PROD-048,4654,4,800
TRANS-03539,29-04-2022,12:22:38,PROD-112,4655,6,360
TRANS-03786,20-07-2022,05:53:05,PROD-123,4656,13,195
TRANS-00984,10-12-2019,19:49:41,PROD-092,4657,13,325
TRANS-00582,03-08-2019,12:32:44,PROD-008,4658,17,1020
TRANS-00911,20-11-2019,08:43:28,PROD-023,4661,2,40
TRANS-03872,14-08-2022,21:28:13,PROD-056,4662,9,630
TRANS-04566,07-04-2023,18:47:30,PROD-010,4663,16,1600
TRANS-04747,10-06-2023,20:06:36,PROD-151,4663,6,420
TRANS-02913,30-09-2021,03:57:29,PROD-122,4674,8,80
TRANS-00402,23-05-2019,16:22:31,PROD-094,4675,16,640
TRANS-02927,06-10-2021,12:05:52,PROD-118,4675,7,1400
TRANS-00357,05-05-2019,05:37:26,PROD-099,4677,9,720
TRANS-04582,13-04-2023,05:44:20,PROD-129,4677,18,4500
TRANS-00562,27-07-2019,10:21:55,PROD-147,4683,6,120
TRANS-02234,06-02-2021,13:26:55,PROD-149,4689,10,400
TRANS-04144,12-11-2022,15:00:57,PROD-022,4690,8,120
TRANS-02650,01-07-2021,02:05:39,PROD-069,4698,8,800
TRANS-03355,24-02-2022,08:43:02,PROD-075,4700,14,210
TRANS-04935,13-08-2023,04:43:32,PROD-107,4701,5,375
TRANS-01238,29-02-2020,21:55:55,PROD-059,4703,2,240
TRANS-01361,14-04-2020,13:10:55,PROD-142,4704,14,420
